id,y,pred,diff
1,-8.165592193603516,-4.581288814544678,-3.584303379058838
2,-21.34868621826172,-18.027645111083984,-3.3210411071777344
3,-26.013429641723633,-8.276044845581055,-17.737384796142578
4,-20.795984268188477,-0.7716872692108154,-20.0242977142334
5,-21.365068435668945,-7.7005696296691895,-13.664499282836914
6,-10.866995811462402,5.773569583892822,-16.640565872192383
7,-17.97348976135254,-10.236030578613281,-7.737459182739258
8,-21.344085693359375,-31.27828025817871,9.934194564819336
9,-36.63469696044922,-34.711387634277344,-1.923309326171875
10,13.21510124206543,22.821189880371094,-9.606088638305664
11,-26.11484718322754,4.771801948547363,-30.88665008544922
12,-2.9635977745056152,-46.52964782714844,43.5660514831543
13,39.96104431152344,47.05454635620117,-7.093502044677734
14,-125.35317993164062,-25.3059139251709,-100.0472640991211
15,-2.048353910446167,34.30266571044922,-36.35102081298828
16,12.016311645507812,17.696739196777344,-5.680427551269531
17,-23.55989646911621,-17.734527587890625,-5.825368881225586
18,-50.04970932006836,-58.74063491821289,8.690925598144531
19,-20.455129623413086,-18.196264266967773,-2.2588653564453125
20,32.70671463012695,35.09709930419922,-2.3903846740722656
21,48.583778381347656,23.601238250732422,24.982540130615234
22,-3.992370367050171,18.024736404418945,-22.017107009887695
23,-20.359521865844727,-23.981204986572266,3.621683120727539
24,-10.92512035369873,-12.281566619873047,1.3564462661743164
25,234.5300750732422,26.868120193481445,207.66195678710938
26,-9.960090637207031,-22.755979537963867,12.795888900756836
27,-34.37255096435547,-23.90326690673828,-10.469284057617188
28,15.607453346252441,9.48770809173584,6.119745254516602
29,-32.72104263305664,-39.734622955322266,7.013580322265625
30,29.529924392700195,23.673006057739258,5.8569183349609375
31,-18.88532257080078,-11.372098922729492,-7.513223648071289
32,-14.946672439575195,-29.287376403808594,14.340703964233398
33,-10.036558151245117,-14.177424430847168,4.140866279602051
34,-30.574626922607422,-14.535387992858887,-16.03923797607422
35,-18.56266975402832,4.047596454620361,-22.610265731811523
36,3.6089837551116943,-14.216965675354004,17.82594871520996
37,20.358842849731445,-20.816627502441406,41.17546844482422
38,9.635946273803711,7.663097381591797,1.972848892211914
39,-18.003564834594727,-11.132108688354492,-6.871456146240234
40,36.97849655151367,15.830385208129883,21.14811134338379
41,-24.98959732055664,-21.071365356445312,-3.918231964111328
42,-13.963777542114258,-23.764551162719727,9.800773620605469
43,-19.082141876220703,-4.428285121917725,-14.65385627746582
44,-82.92951202392578,-60.33485412597656,-22.59465789794922
45,24.437047958374023,34.710506439208984,-10.273458480834961
46,26.839750289916992,41.72583770751953,-14.886087417602539
47,20.046466827392578,-2.7505767345428467,22.797042846679688
48,29.495237350463867,33.794334411621094,-4.299097061157227
49,-26.39566421508789,-23.959936141967773,-2.435728073120117
50,-8.597434997558594,-18.199750900268555,9.602315902709961
51,1.7156548500061035,10.024734497070312,-8.309080123901367
52,14.41926097869873,18.641408920288086,-4.2221479415893555
53,39.04645919799805,19.01345443725586,20.033004760742188
54,-16.028291702270508,22.668380737304688,-38.69667053222656
55,-53.778350830078125,-45.674835205078125,-8.103515625
56,-7.275132179260254,-20.01243782043457,12.737305641174316
57,5.975901126861572,19.483495712280273,-13.50759506225586
58,-12.040989875793457,-12.760591506958008,0.7196016311645508
59,-11.548552513122559,-2.638990879058838,-8.909561157226562
60,-14.227211952209473,-4.1396918296813965,-10.087520599365234
61,-1.2427846193313599,1.7553309202194214,-2.9981155395507812
62,9.579524993896484,18.24784278869629,-8.668317794799805
63,-19.595535278320312,-4.1405720710754395,-15.454963684082031
64,11.007416725158691,10.040238380432129,0.9671783447265625
65,-45.96842575073242,-21.476747512817383,-24.49167823791504
66,43.22920227050781,38.37703323364258,4.852169036865234
67,-22.615638732910156,8.880613327026367,-31.496252059936523
68,-0.24180303514003754,4.083478927612305,-4.325282096862793
69,16.312593460083008,-14.43560791015625,30.748201370239258
70,4.040728569030762,18.0690975189209,-14.028368949890137
71,-9.211294174194336,0.8576691150665283,-10.068963050842285
72,47.60950469970703,28.671518325805664,18.937986373901367
73,-22.96893882751465,-7.738429069519043,-15.230509757995605
74,-42.60762023925781,-24.09940528869629,-18.508214950561523
75,58.23055648803711,21.866689682006836,36.363868713378906
76,-0.9644390940666199,-6.255293369293213,5.290854454040527
77,-45.64863967895508,-30.050107955932617,-15.598531723022461
78,-26.917089462280273,-28.820524215698242,1.9034347534179688
79,16.77379608154297,30.029129028320312,-13.255332946777344
80,-1.85771644115448,-13.990602493286133,12.132885932922363
81,-43.37979507446289,-27.525957107543945,-15.853837966918945
82,19.356035232543945,18.700916290283203,0.6551189422607422
83,32.520565032958984,7.739053249359131,24.781511306762695
84,0.3862994313240051,4.964229583740234,-4.577929973602295
85,-9.245272636413574,-14.510526657104492,5.265254020690918
86,-2553.400146484375,-11.672443389892578,-2541.727783203125
87,21.744216918945312,25.130718231201172,-3.3865013122558594
88,-4.160462856292725,-17.308013916015625,13.147550582885742
89,54.992130279541016,33.95884704589844,21.033283233642578
90,27.109350204467773,2.380229949951172,24.7291202545166
91,13.822985649108887,31.452341079711914,-17.629356384277344
92,-7.06389856338501,-8.547345161437988,1.4834465980529785
93,7.9678635597229,6.313783645629883,1.6540799140930176
94,31.376516342163086,12.752447128295898,18.624069213867188
95,10.902255058288574,7.203402519226074,3.6988525390625
96,-39.790672302246094,-46.48515319824219,6.694480895996094
97,16.54147720336914,26.1760196685791,-9.634542465209961
98,-20.3668212890625,-16.568227767944336,-3.798593521118164
99,-15.059746742248535,-10.42376708984375,-4.635979652404785
100,4.777256488800049,4.532411575317383,0.24484491348266602
101,-2.4558029174804688,6.095375061035156,-8.551177978515625
102,-13.513285636901855,-31.42852210998535,17.915237426757812
103,17.344453811645508,-10.902107238769531,28.24656105041504
104,-0.1757155805826187,-7.272894859313965,7.097179412841797
105,44.597923278808594,13.696964263916016,30.900959014892578
106,0.2329348921775818,-35.35500717163086,35.58794021606445
107,-21.424564361572266,-42.25492477416992,20.830360412597656
108,17.438228607177734,21.990005493164062,-4.551776885986328
109,3.406580686569214,-10.031922340393066,13.43850326538086
110,-39.294776916503906,-40.62934494018555,1.3345680236816406
111,5.979991436004639,0.9964171648025513,4.983574390411377
112,-15.31832504272461,-6.9748382568359375,-8.343486785888672
113,-5.724583148956299,32.36905288696289,-38.09363555908203
114,-14.232135772705078,-5.912075042724609,-8.320060729980469
115,192.25096130371094,24.31038475036621,167.94058227539062
116,-7.511423587799072,-22.9771785736084,15.465755462646484
117,3.1199276447296143,4.46279764175415,-1.3428699970245361
118,-8.19853687286377,-30.871261596679688,22.672725677490234
119,-18.942665100097656,-5.666529178619385,-13.27613639831543
120,18.553821563720703,14.331300735473633,4.22252082824707
121,-15.766117095947266,14.072664260864258,-29.838781356811523
122,52.083961486816406,33.90655517578125,18.177406311035156
123,8.244853973388672,26.68980598449707,-18.4449520111084
124,56.79014587402344,59.24258804321289,-2.452442169189453
125,-9.281464576721191,24.40203857421875,-33.683502197265625
126,4.125008583068848,6.513294696807861,-2.3882861137390137
127,-34.755184173583984,-29.27614402770996,-5.479040145874023
128,-7.404850959777832,-2.546231269836426,-4.858619689941406
129,-78.70948028564453,-34.66267013549805,-44.046810150146484
130,5.68029260635376,-2.5028247833251953,8.183116912841797
131,14.498296737670898,-0.5629702806472778,15.061266899108887
132,-48.149017333984375,-36.62284851074219,-11.526168823242188
133,-12.313982963562012,-25.630325317382812,13.3163423538208
134,-89.49107360839844,-64.25674438476562,-25.234329223632812
135,42.0291748046875,24.51488494873047,17.51428985595703
