id,pred
1,-19.06099510192871
2,-24.699134826660156
3,-42.74203109741211
4,-32.16975784301758
5,-36.882965087890625
6,-14.226386070251465
7,6.6835479736328125
8,-21.7739315032959
9,-28.967370986938477
10,16.4838809967041
11,-44.086265563964844
12,-22.140836715698242
13,45.836795806884766
14,-95.8701400756836
15,14.851384162902832
16,-4.159358024597168
17,-22.954999923706055
18,-80.68833923339844
19,-13.372757911682129
20,34.1146240234375
21,43.0327262878418
22,-9.570660591125488
23,-20.388879776000977
24,-2.9260075092315674
25,199.31761169433594
26,-13.213444709777832
27,-7.004216194152832
28,4.8138532638549805
29,-43.79705047607422
30,25.841466903686523
31,-12.743935585021973
32,-2.062810182571411
33,-23.69977378845215
34,-34.206546783447266
35,-23.005651473999023
36,-11.666987419128418
37,22.780710220336914
38,15.332846641540527
39,-4.5943803787231445
40,47.288936614990234
41,-21.229307174682617
42,-2.5249874591827393
43,-23.477874755859375
44,-95.73656463623047
45,27.55034828186035
46,35.087120056152344
47,8.051070213317871
48,17.736215591430664
49,-46.45518112182617
50,2.4153640270233154
51,3.6282126903533936
52,16.3341121673584
53,41.68881607055664
54,-14.989972114562988
55,-60.68428421020508
56,-17.270044326782227
57,-5.006667137145996
58,-15.127408027648926
59,8.702803611755371
60,-22.871156692504883
61,17.561594009399414
62,-2.1077473163604736
63,-34.13520812988281
64,11.255570411682129
65,-36.12089157104492
66,37.6108512878418
67,-17.23383140563965
68,-0.4546099901199341
69,18.42392921447754
70,16.56024932861328
71,-7.793246269226074
72,49.492191314697266
73,-19.872426986694336
74,-18.23396110534668
75,35.16054916381836
76,3.753840208053589
77,-61.88273620605469
78,-10.840664863586426
79,12.133112907409668
80,-9.555569648742676
81,-43.432735443115234
82,20.20818519592285
83,46.849815368652344
84,-6.605832099914551
85,-30.57398796081543
86,-2536.26904296875
87,35.396785736083984
88,-2.6662075519561768
89,63.01980209350586
90,28.653757095336914
91,18.357999801635742
92,-4.9890031814575195
93,10.081202507019043
94,39.137760162353516
95,24.532508850097656
96,-32.6953010559082
97,21.189237594604492
98,-17.366514205932617
99,-21.264867782592773
100,11.555098533630371
101,-8.442418098449707
102,-29.466524124145508
103,20.90961265563965
104,13.93104076385498
105,41.391597747802734
106,-1.3037463426589966
107,-10.395203590393066
108,10.278788566589355
109,1.5836151838302612
110,-45.88348388671875
111,11.829691886901855
112,2.05646014213562
113,12.097094535827637
114,-28.616376876831055
115,175.8536834716797
116,22.110471725463867
117,8.243117332458496
118,-12.689061164855957
119,-31.514076232910156
120,26.137460708618164
121,-24.4951229095459
122,57.11613845825195
123,6.748042106628418
124,75.8421859741211
125,-11.9907808303833
126,16.09115219116211
127,-36.517642974853516
128,-21.134775161743164
129,-44.03900909423828
130,-3.4992878437042236
131,36.62653732299805
132,-50.43098831176758
133,-20.155210494995117
134,-96.23674774169922
135,46.0219841003418
136,-17.346853256225586
137,-16.027996063232422
138,15.738826751708984
139,79.6455307006836
140,33.10128402709961
141,23.726564407348633
142,-88.50145721435547
143,-20.0783748626709
144,-10.936169624328613
145,-38.33634948730469
146,-40.67219924926758
147,24.627885818481445
148,-4.121163368225098
149,6.6750593185424805
150,-19.358428955078125
151,-46.85662078857422
152,-22.50465202331543
153,-139.11878967285156
154,-6.060605049133301
155,16.9301700592041
156,-6.874048709869385
157,74.49260711669922
158,-12.73947811126709
159,7.3850812911987305
160,15.91242504119873
161,-39.941402435302734
162,-52.458282470703125
163,31.447336196899414
164,-1.587880253791809
165,54.083370208740234
166,51.60251998901367
167,35.64973068237305
168,-3.5414440631866455
169,-1.6682344675064087
170,64.2879867553711
171,-65.31822204589844
172,29.383668899536133
173,-19.61031150817871
174,-38.3612060546875
175,38.17702865600586
176,12.01453685760498
177,-16.793264389038086
178,-39.5981330871582
179,-58.48539733886719
180,-66.99939727783203
181,-5.4146623611450195
182,23.353540420532227
183,-14.518174171447754
184,17.123470306396484
185,79.02298736572266
186,-12.391644477844238
187,68.37288665771484
188,-13.212559700012207
189,9.134459495544434
190,81.63592529296875
191,45.046634674072266
192,-12.793001174926758
193,3.988741636276245
194,53.75481033325195
195,338.0009765625
196,-34.62565994262695
197,5.980055809020996
198,4.082789421081543
199,38.96566390991211
200,47.560115814208984
201,-34.1913948059082
202,-31.596845626831055
203,-11.903977394104004
204,-86.59225463867188
205,5.476134300231934
206,-5.099919319152832
207,18.386415481567383
208,-18.730680465698242
209,34.34331130981445
210,-4.12701416015625
211,-14.809029579162598
212,14.75097942352295
213,-9.974589347839355
214,-25.34432029724121
215,7.440840721130371
216,15.178168296813965
217,-10.534432411193848
218,54.14148712158203
219,25.428552627563477
220,-8.381478309631348
221,-12.403183937072754
222,40.90031051635742
223,-54.048824310302734
224,5.221606254577637
225,39.34257125854492
226,-15.21352481842041
227,48.423946380615234
228,-53.95697021484375
229,-12.532885551452637
230,-32.84727478027344
231,50.518131256103516
232,-0.9329425096511841
233,-13.60909366607666
234,37.19668197631836
235,49.697349548339844
236,-17.675893783569336
237,-26.01568031311035
238,24.152116775512695
239,-32.62336730957031
240,34.21670150756836
241,6.67440128326416
242,45.56724166870117
243,-48.29061508178711
244,8.009730339050293
245,13.49356746673584
246,2.3381354808807373
247,15.068266868591309
248,19.484529495239258
249,0.008189067244529724
250,12.742506980895996
251,-32.80915069580078
252,40.237003326416016
253,23.649789810180664
254,-24.27579689025879
255,-23.584877014160156
256,-35.50886917114258
257,93.13172912597656
258,32.33088302612305
259,5.876456260681152
260,-77.11951446533203
261,-18.43086814880371
262,-47.47504425048828
263,-22.561243057250977
264,45.26259994506836
265,16.92222023010254
266,-30.497751235961914
267,-53.6635627746582
268,-1.1677600145339966
269,18.887434005737305
270,-35.65193557739258
271,28.2902774810791
272,19.068819046020508
273,7.576357841491699
274,90.54015350341797
275,11.206995964050293
276,-18.39271354675293
277,-8.17723560333252
278,-19.764150619506836
279,10.873957633972168
280,6.555819511413574
281,47.812808990478516
282,-46.618873596191406
283,-28.78583335876465
284,-30.053220748901367
285,8.662330627441406
286,-13.193074226379395
287,-36.844688415527344
288,-33.84878158569336
289,4.399676322937012
290,-33.84705352783203
291,-2.780383348464966
292,-41.0063591003418
293,-19.970949172973633
294,-36.1218376159668
295,29.859453201293945
296,-15.139473915100098
297,17.06340980529785
298,30.912322998046875
299,-53.48049545288086
300,68.19556427001953
301,5.48765754699707
302,-45.27220916748047
303,-44.1650390625
304,-18.95306968688965
305,26.33514976501465
306,32.30340576171875
307,-27.934350967407227
308,-10.00645923614502
309,30.84981346130371
310,-20.530710220336914
311,-28.38006019592285
312,16.857816696166992
313,15.080477714538574
314,1.887675166130066
315,14.675929069519043
316,-22.641061782836914
317,-25.199804306030273
318,7.558581352233887
319,19.409120559692383
320,50.38625717163086
321,-16.523725509643555
322,12.31436824798584
323,54.29087448120117
324,56.544246673583984
325,3.789118528366089
326,-9.039769172668457
327,-22.43446922302246
328,-6.026494026184082
329,5.2649030685424805
330,-57.715721130371094
331,11.732264518737793
332,-54.67268371582031
333,-36.530174255371094
334,15.464529991149902
335,15.370265007019043
336,20.470544815063477
337,19.86311149597168
338,29.33683967590332
339,30.026636123657227
340,-4.9224748611450195
341,-10.933943748474121
342,11.446070671081543
343,55.40623092651367
344,-16.71626853942871
345,12.846552848815918
346,-35.10468673706055
347,10.253832817077637
348,-79.66639709472656
349,-23.817880630493164
350,-44.6701545715332
351,1.5886448621749878
352,-101.59990692138672
353,-36.902286529541016
354,-40.809871673583984
355,-57.54237747192383
356,5.7501935958862305
357,12.11194133758545
358,29.000993728637695
359,10.625605583190918
360,-16.554563522338867
361,-33.79243850708008
362,-71.61571502685547
363,-4.993687629699707
364,7.205538749694824
365,-37.64958572387695
366,-40.85335922241211
367,13.719279289245605
368,-24.77655601501465
369,-53.97066116333008
370,-2.9022514820098877
371,-10.427403450012207
372,-11.90585994720459
373,-27.598173141479492
374,4.250213623046875
375,30.451704025268555
376,-17.54445457458496
377,-25.86024284362793
378,15.59810733795166
379,13.102503776550293
380,31.706361770629883
381,-36.013973236083984
382,16.671674728393555
383,24.13811683654785
384,-32.1779670715332
385,35.23256301879883
386,-4.6363725662231445
387,-15.429890632629395
388,57.26094436645508
389,-4.082829475402832
390,59.989261627197266
391,5.03476619720459
392,25.968820571899414
393,-6.688576698303223
394,-73.79918670654297
395,40.36771011352539
396,17.27923011779785
397,-37.9260139465332
398,-41.162723541259766
399,6.839282035827637
400,13.995829582214355
401,60.735713958740234
402,-43.43528366088867
403,-25.6087703704834
404,-14.894501686096191
405,34.88279342651367
406,7.044062614440918
407,-35.2797737121582
408,100.05196380615234
409,29.5383243560791
410,-0.21362794935703278
411,20.31705665588379
412,-28.284902572631836
413,46.577388763427734
414,24.333452224731445
415,14.591017723083496
416,86.31251525878906
417,46.0328483581543
418,22.120750427246094
419,-4.721295356750488
420,16.828454971313477
421,21.79766845703125
422,-24.97347068786621
423,8.892626762390137
424,5.409937858581543
425,-16.015596389770508
426,27.299348831176758
427,39.674137115478516
428,7.718287467956543
429,-1.6876574754714966
430,-39.67515182495117
431,63.66073226928711
432,-33.15322494506836
433,-42.01809310913086
434,9.957808494567871
435,41.28066635131836
436,27.446542739868164
437,-6.591214179992676
438,-12.480385780334473
439,-20.816503524780273
440,-6.189261436462402
441,-23.750329971313477
442,-26.944128036499023
443,18.85752296447754
444,-30.213102340698242
445,23.13838768005371
446,-5.017403602600098
447,-4.096051216125488
448,-3.3000195026397705
449,32.235469818115234
450,53.01457214355469
451,-17.0986270904541
452,19.21982765197754
453,29.828035354614258
454,-24.519468307495117
455,-39.40961837768555
456,19.24256706237793
457,17.614503860473633
458,-5.454968452453613
459,-9.57036304473877
460,-27.006628036499023
461,-11.04189395904541
462,-13.395310401916504
463,11.286417961120605
464,3.167597532272339
465,39.927364349365234
466,30.437551498413086
467,25.357091903686523
468,-33.7662467956543
469,-0.21891893446445465
470,36.5574836730957
471,-4.743874549865723
